BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
NZ_LLZH01000235.region001	NZ_LLZH01000235	Actinoplanes awajinensis subsp. mycoplanecinus strain NRRL B-16712 P067contig30.1, whole genome shotgun sequence	NRPS	NRPS	Actinoplanes awajinensis subsp. mycoplanecinus	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_LLZH01000276.region001	NZ_LLZH01000276	Actinoplanes awajinensis subsp. mycoplanecinus strain NRRL B-16712 P067contig35.1, whole genome shotgun sequence	redox-cofactor	RiPPs	Actinoplanes awajinensis subsp. mycoplanecinus	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_LLZH01000277.region001	NZ_LLZH01000277	Actinoplanes awajinensis subsp. mycoplanecinus strain NRRL B-16712 P067contig36.1, whole genome shotgun sequence	LAP	RiPPs	Actinoplanes awajinensis subsp. mycoplanecinus	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_LLZH01000279.region001	NZ_LLZH01000279	Actinoplanes awajinensis subsp. mycoplanecinus strain NRRL B-16712 P067contig38.1, whole genome shotgun sequence	NAPAA	NRPS	Actinoplanes awajinensis subsp. mycoplanecinus	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_LLZH01000289.region001	NZ_LLZH01000289	Actinoplanes awajinensis subsp. mycoplanecinus strain NRRL B-16712 P067contig46.1, whole genome shotgun sequence	RiPP-like	RiPPs	Actinoplanes awajinensis subsp. mycoplanecinus	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_LLZH01000294.region001	NZ_LLZH01000294	Actinoplanes awajinensis subsp. mycoplanecinus strain NRRL B-16712 P067contig5.1, whole genome shotgun sequence	NRPS	NRPS	Actinoplanes awajinensis subsp. mycoplanecinus	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_LLZH01000297.region001	NZ_LLZH01000297	Actinoplanes awajinensis subsp. mycoplanecinus strain NRRL B-16712 P067contig51.1, whole genome shotgun sequence	T3PKS	PKSother	Actinoplanes awajinensis subsp. mycoplanecinus	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_LLZH01000303.region001	NZ_LLZH01000303	Actinoplanes awajinensis subsp. mycoplanecinus strain NRRL B-16712 P067contig57.1, whole genome shotgun sequence	T1PKS	PKSI	Actinoplanes awajinensis subsp. mycoplanecinus	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_LLZH01000310.region001	NZ_LLZH01000310	Actinoplanes awajinensis subsp. mycoplanecinus strain NRRL B-16712 P067contig63.1, whole genome shotgun sequence	NRPS-like	NRPS	Actinoplanes awajinensis subsp. mycoplanecinus	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_LLZH01000321.region001	NZ_LLZH01000321	Actinoplanes awajinensis subsp. mycoplanecinus strain NRRL B-16712 P067contig72.1, whole genome shotgun sequence	melanin	Others	Actinoplanes awajinensis subsp. mycoplanecinus	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_LLZH01000328.region001	NZ_LLZH01000328	Actinoplanes awajinensis subsp. mycoplanecinus strain NRRL B-16712 P067contig78.1, whole genome shotgun sequence	terpene	Terpene	Actinoplanes awajinensis subsp. mycoplanecinus	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_LPZL01000022.region001	NZ_LPZL01000022	Rhodococcus corynebacterioides strain DSM 20151 contig_24, whole genome shotgun sequence	terpene	Terpene	Rhodococcus corynebacterioides	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
NZ_LPZL01000022.region002	NZ_LPZL01000022	Rhodococcus corynebacterioides strain DSM 20151 contig_24, whole genome shotgun sequence	ectoine	Others	Rhodococcus corynebacterioides	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
NZ_LPZL01000041.region001	NZ_LPZL01000041	Rhodococcus corynebacterioides strain DSM 20151 contig_43, whole genome shotgun sequence	T1PKS	PKSI	Rhodococcus corynebacterioides	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
NZ_LPZL01000044.region001	NZ_LPZL01000044	Rhodococcus corynebacterioides strain DSM 20151 contig_46, whole genome shotgun sequence	NAPAA	NRPS	Rhodococcus corynebacterioides	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
NZ_LPZL01000047.region001	NZ_LPZL01000047	Rhodococcus corynebacterioides strain DSM 20151 contig_49, whole genome shotgun sequence	NRPS-like	NRPS	Rhodococcus corynebacterioides	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
NZ_LPZL01000052.region001	NZ_LPZL01000052	Rhodococcus corynebacterioides strain DSM 20151 contig_54, whole genome shotgun sequence	NRPS-like	NRPS	Rhodococcus corynebacterioides	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
NZ_LPZL01000054.region001	NZ_LPZL01000054	Rhodococcus corynebacterioides strain DSM 20151 contig_57, whole genome shotgun sequence	NRPS	NRPS	Rhodococcus corynebacterioides	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
NZ_LPZL01000067.region001	NZ_LPZL01000067	Rhodococcus corynebacterioides strain DSM 20151 contig_70, whole genome shotgun sequence	lanthipeptide-class-v.lanthipeptide-class-ii	RiPPs	Rhodococcus corynebacterioides	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
NZ_LPZL01000070.region001	NZ_LPZL01000070	Rhodococcus corynebacterioides strain DSM 20151 contig_73, whole genome shotgun sequence	T3PKS	PKSother	Rhodococcus corynebacterioides	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
NZ_LPZL01000078.region001	NZ_LPZL01000078	Rhodococcus corynebacterioides strain DSM 20151 contig_82, whole genome shotgun sequence	NRPS	NRPS	Rhodococcus corynebacterioides	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
NZ_LPZL01000079.region001	NZ_LPZL01000079	Rhodococcus corynebacterioides strain DSM 20151 contig_83, whole genome shotgun sequence	NRPS-like	NRPS	Rhodococcus corynebacterioides	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
NZ_LPZL01000084.region001	NZ_LPZL01000084	Rhodococcus corynebacterioides strain DSM 20151 contig_88, whole genome shotgun sequence	NRPS	NRPS	Rhodococcus corynebacterioides	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
NZ_LPZL01000088.region001	NZ_LPZL01000088	Rhodococcus corynebacterioides strain DSM 20151 contig_94, whole genome shotgun sequence	NRPS	NRPS	Rhodococcus corynebacterioides	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
NZ_LPZL01000089.region001	NZ_LPZL01000089	Rhodococcus corynebacterioides strain DSM 20151 contig_95, whole genome shotgun sequence	terpene	Terpene	Rhodococcus corynebacterioides	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
NZ_LPZL01000091.region001	NZ_LPZL01000091	Rhodococcus corynebacterioides strain DSM 20151 contig_99, whole genome shotgun sequence	NRPS	NRPS	Rhodococcus corynebacterioides	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
NZ_LPZL01000092.region001	NZ_LPZL01000092	Rhodococcus corynebacterioides strain DSM 20151 contig_100, whole genome shotgun sequence	NRPS	NRPS	Rhodococcus corynebacterioides	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
NZ_LPZL01000096.region001	NZ_LPZL01000096	Rhodococcus corynebacterioides strain DSM 20151 contig_105, whole genome shotgun sequence	NRPS	NRPS	Rhodococcus corynebacterioides	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
NZ_LPZL01000120.region001	NZ_LPZL01000120	Rhodococcus corynebacterioides strain DSM 20151 contig_140, whole genome shotgun sequence	RRE-containing	RiPPs	Rhodococcus corynebacterioides	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
NZ_LPZL01000127.region001	NZ_LPZL01000127	Rhodococcus corynebacterioides strain DSM 20151 contig_147, whole genome shotgun sequence	NRPS	NRPS	Rhodococcus corynebacterioides	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
NZ_LQMT02000001.region001	NZ_LQMT02000001	Amycolatopsis keratiniphila subsp. keratiniphila strain DSM 44409 contig_1, whole genome shotgun sequence	CDPS	Others	Amycolatopsis keratiniphila subsp. keratiniphila	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica group
NZ_LQMT02000004.region001	NZ_LQMT02000004	Amycolatopsis keratiniphila subsp. keratiniphila strain DSM 44409 contig_4, whole genome shotgun sequence	NRPS	NRPS	Amycolatopsis keratiniphila subsp. keratiniphila	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica group
NZ_LQMT02000005.region001	NZ_LQMT02000005	Amycolatopsis keratiniphila subsp. keratiniphila strain DSM 44409 contig_5, whole genome shotgun sequence	other	Others	Amycolatopsis keratiniphila subsp. keratiniphila	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica group
NZ_LQMT02000005.region002	NZ_LQMT02000005	Amycolatopsis keratiniphila subsp. keratiniphila strain DSM 44409 contig_5, whole genome shotgun sequence	T1PKS.T2PKS.NRPS	PKS-NRP_Hybrids	Amycolatopsis keratiniphila subsp. keratiniphila	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica group
NZ_LQMT02000005.region003	NZ_LQMT02000005	Amycolatopsis keratiniphila subsp. keratiniphila strain DSM 44409 contig_5, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Amycolatopsis keratiniphila subsp. keratiniphila	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica group
NZ_LQMT02000007.region001	NZ_LQMT02000007	Amycolatopsis keratiniphila subsp. keratiniphila strain DSM 44409 contig_7, whole genome shotgun sequence	T1PKS	PKSI	Amycolatopsis keratiniphila subsp. keratiniphila	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica group
NZ_LQMT02000007.region002	NZ_LQMT02000007	Amycolatopsis keratiniphila subsp. keratiniphila strain DSM 44409 contig_7, whole genome shotgun sequence	RiPP-like.NRPS	Others	Amycolatopsis keratiniphila subsp. keratiniphila	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica group
NZ_LQMT02000008.region001	NZ_LQMT02000008	Amycolatopsis keratiniphila subsp. keratiniphila strain DSM 44409 contig_8, whole genome shotgun sequence	T1PKS	PKSI	Amycolatopsis keratiniphila subsp. keratiniphila	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica group
NZ_LQMT02000010.region001	NZ_LQMT02000010	Amycolatopsis keratiniphila subsp. keratiniphila strain DSM 44409 contig_10, whole genome shotgun sequence	NRPS-like	NRPS	Amycolatopsis keratiniphila subsp. keratiniphila	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica group
NZ_LQMT02000011.region001	NZ_LQMT02000011	Amycolatopsis keratiniphila subsp. keratiniphila strain DSM 44409 contig_11, whole genome shotgun sequence	T3PKS.NRPS.NRPS-like	PKS-NRP_Hybrids	Amycolatopsis keratiniphila subsp. keratiniphila	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica group
NZ_LQMT02000012.region001	NZ_LQMT02000012	Amycolatopsis keratiniphila subsp. keratiniphila strain DSM 44409 contig_12, whole genome shotgun sequence	T1PKS.PKS-like.thiopeptide	Others	Amycolatopsis keratiniphila subsp. keratiniphila	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica group
NZ_LQMT02000012.region002	NZ_LQMT02000012	Amycolatopsis keratiniphila subsp. keratiniphila strain DSM 44409 contig_12, whole genome shotgun sequence	terpene	Terpene	Amycolatopsis keratiniphila subsp. keratiniphila	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica group
NZ_LQMT02000015.region001	NZ_LQMT02000015	Amycolatopsis keratiniphila subsp. keratiniphila strain DSM 44409 contig_15, whole genome shotgun sequence	NRPS	NRPS	Amycolatopsis keratiniphila subsp. keratiniphila	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica group
NZ_LQMT02000019.region001	NZ_LQMT02000019	Amycolatopsis keratiniphila subsp. keratiniphila strain DSM 44409 contig_19, whole genome shotgun sequence	lanthipeptide-class-ii	RiPPs	Amycolatopsis keratiniphila subsp. keratiniphila	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica group
NZ_LQMT02000019.region002	NZ_LQMT02000019	Amycolatopsis keratiniphila subsp. keratiniphila strain DSM 44409 contig_19, whole genome shotgun sequence	terpene.NAPAA	Others	Amycolatopsis keratiniphila subsp. keratiniphila	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica group
NZ_LQMT02000020.region001	NZ_LQMT02000020	Amycolatopsis keratiniphila subsp. keratiniphila strain DSM 44409 contig_20, whole genome shotgun sequence	thioamitides	RiPPs	Amycolatopsis keratiniphila subsp. keratiniphila	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica group
NZ_LQMT02000021.region001	NZ_LQMT02000021	Amycolatopsis keratiniphila subsp. keratiniphila strain DSM 44409 contig_21, whole genome shotgun sequence	T1PKS	PKSI	Amycolatopsis keratiniphila subsp. keratiniphila	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica group
NZ_LQMT02000022.region001	NZ_LQMT02000022	Amycolatopsis keratiniphila subsp. keratiniphila strain DSM 44409 contig_22, whole genome shotgun sequence	lanthipeptide-class-iii	RiPPs	Amycolatopsis keratiniphila subsp. keratiniphila	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica group
NZ_LQMT02000029.region001	NZ_LQMT02000029	Amycolatopsis keratiniphila subsp. keratiniphila strain DSM 44409 contig_29, whole genome shotgun sequence	NRPS	NRPS	Amycolatopsis keratiniphila subsp. keratiniphila	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica group
NZ_LQMT02000030.region001	NZ_LQMT02000030	Amycolatopsis keratiniphila subsp. keratiniphila strain DSM 44409 contig_30, whole genome shotgun sequence	arylpolyene	Others	Amycolatopsis keratiniphila subsp. keratiniphila	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica group
NZ_LQMT02000031.region001	NZ_LQMT02000031	Amycolatopsis keratiniphila subsp. keratiniphila strain DSM 44409 contig_31, whole genome shotgun sequence	terpene	Terpene	Amycolatopsis keratiniphila subsp. keratiniphila	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica group
NZ_LQMT02000031.region002	NZ_LQMT02000031	Amycolatopsis keratiniphila subsp. keratiniphila strain DSM 44409 contig_31, whole genome shotgun sequence	ectoine	Others	Amycolatopsis keratiniphila subsp. keratiniphila	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica group
NZ_LQMT02000032.region001	NZ_LQMT02000032	Amycolatopsis keratiniphila subsp. keratiniphila strain DSM 44409 contig_32, whole genome shotgun sequence	terpene	Terpene	Amycolatopsis keratiniphila subsp. keratiniphila	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica group
NZ_LQMT02000032.region002	NZ_LQMT02000032	Amycolatopsis keratiniphila subsp. keratiniphila strain DSM 44409 contig_32, whole genome shotgun sequence	RiPP-like	RiPPs	Amycolatopsis keratiniphila subsp. keratiniphila	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica group
NZ_LQMT02000034.region001	NZ_LQMT02000034	Amycolatopsis keratiniphila subsp. keratiniphila strain DSM 44409 contig_34, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Amycolatopsis keratiniphila subsp. keratiniphila	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica group
NZ_LQMT02000034.region002	NZ_LQMT02000034	Amycolatopsis keratiniphila subsp. keratiniphila strain DSM 44409 contig_34, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Amycolatopsis keratiniphila subsp. keratiniphila	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica group
NZ_LQMT02000034.region003	NZ_LQMT02000034	Amycolatopsis keratiniphila subsp. keratiniphila strain DSM 44409 contig_34, whole genome shotgun sequence	RRE-containing	RiPPs	Amycolatopsis keratiniphila subsp. keratiniphila	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica group
NZ_LQMT02000036.region001	NZ_LQMT02000036	Amycolatopsis keratiniphila subsp. keratiniphila strain DSM 44409 contig_36, whole genome shotgun sequence	T1PKS.hglE-KS	PKSother	Amycolatopsis keratiniphila subsp. keratiniphila	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica group
NZ_LQMT02000037.region001	NZ_LQMT02000037	Amycolatopsis keratiniphila subsp. keratiniphila strain DSM 44409 contig_37, whole genome shotgun sequence	redox-cofactor	RiPPs	Amycolatopsis keratiniphila subsp. keratiniphila	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica group
NZ_LQMT02000037.region002	NZ_LQMT02000037	Amycolatopsis keratiniphila subsp. keratiniphila strain DSM 44409 contig_37, whole genome shotgun sequence	ladderane.arylpolyene	Others	Amycolatopsis keratiniphila subsp. keratiniphila	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica group
NZ_LQMT02000040.region001	NZ_LQMT02000040	Amycolatopsis keratiniphila subsp. keratiniphila strain DSM 44409 contig_40, whole genome shotgun sequence	NAPAA	NRPS	Amycolatopsis keratiniphila subsp. keratiniphila	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica group
NZ_LQMT02000045.region001	NZ_LQMT02000045	Amycolatopsis keratiniphila subsp. keratiniphila strain DSM 44409 contig_45, whole genome shotgun sequence	T1PKS.NRPS-like	PKS-NRP_Hybrids	Amycolatopsis keratiniphila subsp. keratiniphila	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica group
NZ_LQMT02000052.region001	NZ_LQMT02000052	Amycolatopsis keratiniphila subsp. keratiniphila strain DSM 44409 contig_52, whole genome shotgun sequence	T1PKS.hglE-KS	PKSother	Amycolatopsis keratiniphila subsp. keratiniphila	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica group
NZ_LQMT02000058.region001	NZ_LQMT02000058	Amycolatopsis keratiniphila subsp. keratiniphila strain DSM 44409 contig_58, whole genome shotgun sequence	NRPS	NRPS	Amycolatopsis keratiniphila subsp. keratiniphila	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica group
NZ_LQMT02000062.region001	NZ_LQMT02000062	Amycolatopsis keratiniphila subsp. keratiniphila strain DSM 44409 contig_62, whole genome shotgun sequence	T1PKS	PKSI	Amycolatopsis keratiniphila subsp. keratiniphila	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica group
NZ_LQMT02000066.region001	NZ_LQMT02000066	Amycolatopsis keratiniphila subsp. keratiniphila strain DSM 44409 contig_66, whole genome shotgun sequence	RRE-containing	RiPPs	Amycolatopsis keratiniphila subsp. keratiniphila	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis japonica group
